time,type,number,queueLength,totalPacketLoss
869.358,0,436,1,0
870.302,0,437,0,0
871.033,1,438,1,0
871.6,1,439,2,0
871.854,0,438,1,0
872.117,1,440,2,0
872.356,1,441,3,0
873.432,0,439,2,0
873.687,0,440,1,0
874.279,1,442,2,0
874.394,0,441,1,0
874.674,1,443,2,0
874.722,0,442,1,0
875.755,0,443,0,0
876.813,1,444,1,0
878.393,0,444,0,0
880.586,1,445,1,0
880.723,0,445,0,0
886.158,1,446,1,0
886.553,0,446,0,0
889.202,1,447,1,0
890.821,0,447,0,0
891.333,1,448,1,0
891.445,0,448,0,0
893.68,1,449,1,0
894.584,0,449,0,0
898.96,1,450,1,0
899.514,0,450,0,0
903.562,1,451,1,0
904.747,0,451,0,0
912.617,1,452,1,0
913.678,1,453,2,0
913.739,1,454,3,0
917.492,0,452,2,0
918.731,0,453,1,0
919.469,1,455,2,0
920.154,0,454,1,0
920.235,1,456,2,0
921.234,0,455,1,0
921.425,0,456,0,0
923.041,1,457,1,0
923.722,0,457,0,0
925.652,1,458,1,0
925.663,1,459,2,0
925.924,0,458,1,0
926.534,0,459,0,0
927.543,1,460,1,0
927.645,0,460,0,0
929.451,1,461,1,0
929.562,0,461,0,0
929.919,1,462,1,0
930.63,0,462,0,0
934.049,1,463,1,0
934.647,1,464,2,0
934.684,0,463,1,0
935.1,1,465,2,0
935.464,0,464,1,0
935.567,0,465,0,0
936.197,1,466,1,0
936.412,0,466,0,0
942.239,1,467,1,0
942.635,0,467,0,0
942.843,1,468,1,0
944.139,0,468,0,0
944.433,1,469,1,0
944.7,1,470,2,0
944.808,1,471,3,0
945.946,0,469,2,0
946.134,0,470,1,0
946.802,0,471,0,0
947.214,1,472,1,0
947.381,1,473,2,0
947.74,1,474,3,0
949.285,1,475,4,0
949.626,0,472,3,0
949.997,1,476,4,0
950.434,0,473,3,0
950.462,0,474,2,0
950.469,1,477,3,0
950.755,0,475,2,0
951.029,0,476,1,0
951.155,0,477,0,0
952.162,1,478,1,0
952.481,1,479,2,0
952.575,0,478,1,0
952.98,1,480,2,0
953.576,0,479,1,0
954.485,1,481,2,0
955.234,1,482,3,0
955.263,0,480,2,0
955.275,0,481,1,0
955.319,1,483,2,0
956.535,1,484,3,0
956.771,0,482,2,0
957.092,0,483,1,0
958.114,0,484,0,0
958.697,1,485,1,0
959.543,0,485,0,0
961.593,1,486,1,0
961.883,0,486,0,0
964.339,1,487,1,0
964.998,0,487,0,0
968.425,1,488,1,0
968.758,0,488,0,0
969.18,1,489,1,0
970.493,0,489,0,0
970.778,1,490,1,0
971.105,0,490,0,0
972.841,1,491,1,0
973.383,1,492,2,0
973.425,1,493,3,0
973.874,0,491,2,0
974.203,0,492,1,0
974.706,0,493,0,0
976.812,1,494,1,0
977.212,0,494,0,0
981.128,1,495,1,0
983.769,0,495,0,0
984.251,1,496,1,0
984.675,0,496,0,0
984.927,1,497,1,0
987.167,0,497,0,0
